id,type,text1,text2,text3,notes
istl_shellhead,WEAPON,"An intimidating support weapon, firing a powerful and unpredictable semi-liquid projectile at high velocity. 20% chance of 100-150 extra damage on hits to armor or hull.

Although powerful, Shell Hawks don't seem, on casual observation, to employ any significantly more advanced or complex technology than other common kinetic weapons in the Sector. A deeper look reveals parts forged in impossibly high temperature and pressure conditions, and integral power sources with performance in excess of known theoretical limits.",Support (Exotic),,
istl_slapper,WEAPON,"A compact and cheap fighter suppression missile, favored by pirates for disabling engines. An onboard autoloader enables the system to sustain fire indefinitely, albeit at a drastically lower rate of fire.",Anti-Fighter,,
istl_tacbeamer,WEAPON,"A compact support weapon, firing high-energy laser pulses through an exotic gain medium. Individual pulses are powerful, but the rate of fire is low.",Close Support,,
istl_thermalheavy,WEAPON,"A large thermal pulse projector, used to project a cluster of shots in an arc. Highly effective against shielded fighters and missiles, but easily defeated by heavy armor.",Point Defense,,
istl_thermalpd,WEAPON,"A small thermal pulse projector, used to blast down missiles and pressure shielded fighters.

Numerous reports of Blade Breaker violence feature these weapons prominently; simple, cheap, and easily turned out, they're often fitted to disposable assault bots and stationary booby traps.",Point Defense,,
istl_tribeamer,WEAPON,"This triple-mounted beamer unit is the prince of anti-missile weapons, handily vaporizing all but the largest LRM salvoes and toasting enemy fighters with disgusting ease.",Point Defense,,
istl_twinbuzzgun,WEAPON,"Like the common vulcan cannon, buzz guns are a low-cost point-defense weapon; what they lack in accuracy of fire, they make up for in volume, filling a cone of space with fast-moving slugs.",Point Defense,,
istl_twinjack,WEAPON,"An unusual anti-armor weapon, firing a storm of slow-moving, slicing projectiles. In addition to their utility against armor, the sensor signature of the heavy blades very effectively decoys point defences. This large mount is typically found only on stations.",Assault (Exotic),,
istl_whistler,WEAPON,"A rapid-fire electrothermal revolver cannon, ideal for close assault work due to the extremely high velocity of its shots. Long-rod penetrator rounds do up to 30 extra HE damage on hits to armor or hull.

Originally developed for the cancelled 'Strelka' ground fire-support vehicle, the Whistler is an outstanding assault weapon at medium-to-short ranges, and reports abound of the small, high-velocity rounds ricocheting inside lightly-armored ships with catastrophic effects on the crew and cargo. Phrases like 'chopped into steaming-hot cat food' feature prominently.",Assault,,
,,,,,
istl_goalkeeper_single,SHIP_SYSTEM,,Drones (high tech),Launches a Goalkeeper defensive bit.,
istl_goalkeeper_multi,SHIP_SYSTEM,,Drones (high tech),Launches two Goalkeeper defensive bits.,
istl_oryol_bits,SHIP_SYSTEM,,Drones (high tech),Launches two Oryol scanner bits.,
istl_defbit,SHIP_SYSTEM,,Drones (high tech),Deploys three beam-armed defense bits.,
istl_singledefbit,SHIP_SYSTEM,,Drones (high tech),Deploys a beam-armed defense bit.,
istl_dockjets,SHIP_SYSTEM,Activates RCS jets for more precise maneuvering. Also boosts top speed slightly,Movement,Activates RCS jets for more precise maneuvering. Also boosts top speed slightly,
istl_jetinjector,SHIP_SYSTEM,"Supercharges the ship's engines for a short period, providing a massive speed boost. Shields and turn jets are disabled while the system is active.",Movement,"Supercharges the ship's engines for a short period, providing a massive speed boost. Shields and turn jets are disabled while the system is active.",
istl_ramdrive,SHIP_SYSTEM,"Overcharges the ship's engines for a short period, providing a substantial speed boost. Shields are disabled while the system is active.",Movement,"Overcharges the ship's engines for a short period, providing a substantial speed boost. Shields are disabled while the system is active.",
istl_hyperfocus,SHIP_SYSTEM,Boosts the intensity of all energy weapons while active. Stores three charges.,Offensive,Boosts the intensity of all energy weapons while active. Stores three charges.,
istl_mirage,SHIP_SYSTEM,"An advanced teleportation device, allowing the ship to 'jaunt' directly through the hyperspace pseudo-fluid brane in quick bursts.",Movement,"An advanced teleportation device, allowing the ship to 'jaunt' directly through the hyperspace pseudo-fluid brane in quick bursts.",
istl_mirage_sm,SHIP_SYSTEM,"An advanced teleportation device, allowing the ship to 'jaunt' directly through the hyperspace pseudo-fluid brane in quick bursts.",Movement,"An advanced teleportation device, allowing the ship to 'jaunt' directly through the hyperspace pseudo-fluid brane in quick bursts.",
istl_mirage_ftr,SHIP_SYSTEM,"An advanced teleportation device, allowing the ship to 'jaunt' directly through the hyperspace pseudo-fluid brane in quick bursts.",Movement,"An advanced teleportation device, allowing the ship to 'jaunt' directly through the hyperspace pseudo-fluid brane in quick bursts.",
istl_pulsejets_ftr,SHIP_SYSTEM,Provides a brief burst of extra speed and maneuverability by dumping ultrahot reaction medium directly into the engine exhaust.,Movement,Provides a brief burst of extra speed and maneuverability by dumping ultrahot reaction medium directly into the engine exhaust.,
istl_pulsejets,SHIP_SYSTEM,Provides a brief burst of extra speed and maneuverability by dumping ultrahot reaction medium directly into the engine exhaust.,Movement,Provides a brief burst of extra speed and maneuverability by dumping ultrahot reaction medium directly into the engine exhaust.,
istl_decoyflares_main,SHIP_SYSTEM,Launches guided flares to seek out and destroy enemy missiles.,Defensive,Launches guided flares to seek out and destroy enemy missiles.,
istl_decoyflares_low_main,SHIP_SYSTEM,Launches high-energy flares to confuse the guidance systems of nearby enemy missiles.,Defensive,Launches high-energy flares to confuse the guidance systems of nearby enemy missiles.,
istl_decoyflares_fighter,SHIP_SYSTEM,Launches guided flares to seek out and destroy enemy missiles.,Defensive,Launches guided flares to seek out and destroy enemy missiles.,
istl_decoyflares_low_fighter,SHIP_SYSTEM,Launches high-energy flares to confuse the guidance systems of nearby enemy missiles.,Defensive,Launches high-energy flares to confuse the guidance systems of nearby enemy missiles.,
istl_BBdecoyflare,SHIP_SYSTEM,Launches long-lived plasma packets that confuse the tracking systems of point-defense weapons.,Offensive,Launches long-lived plasma packets that confuse the tracking systems of point-defense weapons.,
istl_precision,SHIP_SYSTEM,"Sends real-time targeting data to fighter wings from this carrier, improving the effectiveness of their weapons.",Fighter,"Sends real-time targeting data to fighter wings from this carrier, temporarily increasing their damage.",
istl_recall,SHIP_SYSTEM,"Teleports all fighters back to the carrier, allowing them to be quickly refitted and relaunched.",Fighter,"Teleports all fighters back to the carrier, allowing them to be quickly refitted and relaunched.",
istl_damper,SHIP_SYSTEM,"Projects an energy screen around the vessel, reducing incoming damage significantly (25% for armor and 50% for bare hull) and repelling EMP damage completely.",Defensive,"Projects an energy screen around the vessel, reducing incoming damage significantly (25% for armor and 50% for bare hull) and repelling EMP damage completely.",
istl_sigmadisruptor,SHIP_SYSTEM,Induces an overload in the target ship by channelling a brief burst of sigma radiation through skipspace.,Offensive,Induces an overload in the target ship by channelling a brief burst of sigma radiation through skipspace.,
istl_sigmajaunt,SHIP_SYSTEM,A teleportation system that uses sigma particle excitation to punch through phase space.,Offensive,A teleportation system that uses sigma particle excitation to punch through phase space.,
istl_sigmajaunt_slow,SHIP_SYSTEM,A teleportation system that uses sigma particle excitation to punch through phase space.,Offensive,A teleportation system that uses sigma particle excitation to punch through phase space.,
istl_BBstutterdrive,SHIP_SYSTEM,"A rapid-cycling skimmer system that chains multiple, short jumps in the direction of travel.",Movement,"A rapid-cycling skimmer system that chains multiple, short jumps in the direction of travel.",
,,,,,
istl_aridbread,PLANET,"A dry, partially-terraformed planet perpetually on the verge of League membership, Valjean's biosphere failed catastrophically after the Collapse. Now, the weak central government barely maintains control over a restless, hungry population. The major mines are played out, and most of the population is desperate for transport elsewhere - anywhere.",,"Seen from close orbit, the ragged biosphere of Valjean looks even mangier than the orbital photos on file. For all that Valjean once held enormous promise of easy wealth and bountiful harvests, it�s a planet with no future. Now, the only thing Valjean exports regularly is people - as engine wipers, hired guns, and refugees; no job is too dirty in exchange for guaranteed passage offworld.",
istl_sigmaworld,PLANET,"A heavily irradiated planet, scoured and transformed by something known as a Sigma Event to the few researchers in the Sector capable of wrapping their minds around advanced n-dimensional mathematics without AI augments. Massive radiation belts wreathe the planet, and the surface is a melted, blasted landscape of dimensional fractures and radiant skipspace strangelets.",,"From close orbit, the surface of this world is even more unsettling. Flickers of radiation seethe across vast plains of twisted slag.",
istl_bladebreaker_beacon,CUSTOM,"A sigma-hardened warning beacon, placed here by the Blade Breakers. Shielded against the electromagnetic and dimensional turbulence that pervade the orbit of a sigma-radiated world, even this massively overbuilt beacon will fail within a hundred cycles of exposure to the harsh conditions.

The expense and difficulty of placing such a beacon suggests that its warning is not to be taken lightly.",,,
,,,,,
nikolaev_highport,CUSTOM,相 较 于 一 般 的 空 间 站 ， 这 里 则 更 像 一 座 自 给 自 足 的 人 造 星 球 。 作 为 尼 古 拉 耶 夫   ( N i k o l a e v )   的 经 济 和 商 贸 中 心 ， 胜 利 自 由 港   ( P e r e m o h y   H i g h p o r t )   以 其 严 格 的 港 口 管 理 和 宽 松 的 税 收 政 策 ， 吸 引 了 大 量 商 旅 。,,"作 为 这 片 宇 宙 中 历 史 最 为 悠 久 的 栖 息 地 之 一 ， 胜 利 自 由 港   ( P e r e m o h y   H i g h p o r t )   是 在 "" 大 崩 溃 "" 发 生 前 由 一 座 轨 道 测 试 设 施 向 外 扩 建 而 成 。 宽 敞 的 室 内 空 间 并 未 被 细 碎 的 分 隔 开 来 ， 空 间 站 内 部 光 洁 的 陶 瓷 地 面 上 ， 一 座 座 公 园 和 高 架 花 园 拔 地 而 起 。

这 里 的 一 切 似 乎 显 得 有 些 太 过 整 洁 和 规 范 ， 但 居 住 在 此 的 人 们 似 乎 对 于 这 种 现 状 非 常 满 意 。 虽 然 治 安 管 理 十 分 严 格 ， 但 并 不 容 易 被 察 觉 。 即 使 在 屡 遭 诟 病 的 金 融 区 也 是 如 此 。 据 说 在 空 间 站 的 旅 游 甲 板 上 ， 可 以 找 到 一 些 真 正 令 人 印 象 深 刻 的 精 致 餐 饮 场 所 。",
nikolaev_beltstation,CUSTOM,这 座 空 间 站 残 骸 曾 经 是 一 个 轨 道 测 试 平 台 ， 然 而 经 过 两 个 世 纪 的 冷 落 ， 这 里 已 经 只 剩 下 一 副 空 壳 。 至 少 在 现 在 看 来 ， 它 的 结 构 还 算 稳 定 。,,"Whatever rendered this station vacant, it left the structure mostly intact, even if the crew seems to have left in a tearing hurry.",
lavoisier_base,CUSTOM,一 个 独 立 的 科 研 空 间 站 ， 主 要 用 于 开 展 那 些 因 为 其 危 险 性 或 保 密 要 求 而 不 能 在 胜 利 星   ( P e r e m o h y )   轨 道 上 进 行 的 科 学 实 验 。,,"Something of a hardship posting, Lavoisier Base has attracted both talented researchers and a certain... rowdy element, in the form of extremely bored graduate students. There's a thriving black market here, much to the embarassment of everyone.",
novymir_starforge,CUSTOM,一 座 小 规 模 的 工 业 前 哨 站 ， 为 达 索 - 米 高 扬 在 尼 古 拉 耶 夫   ( N i k o l a e v )   星 系 的 工 厂 生 产  反 物 质 燃 料 、 金 属 材 料 和 特 种 陶 瓷 。 除 了 偶 尔 的 矿 产 勘 测 和 反 海 盗 巡 航 外 ， 有 时 也 会 向 深 陷 困 境 的 瓦 吉 安   ( V a l j e a n )   提 供 一 些 应 急 援 助 。,,"Fuel production and ore smelting are tedious business at the best of times, and the nightlife on Novy Mir is appropriately raucous as a result. The station�s commercial decks have a startling variety of bars, sleepovers, food stalls, and service outlets, offering myriad routes into trouble or out of it, subject only to the limitations of taste, local law, and ready credits.",
station_besson,CUSTOM,一 个 近 乎 完 好 无 损 的 轨 道 空 间 站 ， 只 有 其 中 一 个 气 闸 舱 受 到 了 轻 微 的 破 坏 。 其 功 能 似 乎 是 完 全 完 整 可 用 的 。,,"For a station where no living thing has ventured in quite some time, this habitat is in remarkably good shape - clearly abandoned by choice, rather than destroyed. No doubt for good reason, as well, and what that reason is should keep your crew on their toes.",
station_brightheaven,CUSTOM,一 艘 被 摧 毁 的 孢 子 舰 ， 现 在 作 为 各 种 合 法 或 非 法 货 物 的 中 转 站 ， 焕 发 了 第 二 次 生 命 。,,"The eerie empty corridors of Brightheaven loom large in the folklore of Nikolaev's pirate gangs; something about empty, decaying colony ships seems to give even the most hardened vac-rat the willies.",
station_antilles,CUSTOM,"安 提 列 斯 星 港   ( A n t i l l e s   S t a r p o r t )   是 一 座 在 艰 难 时 期 陷 落 的 采 矿 空 间 站 ， 达 索 -  米 高 扬 工 业 先 遣 队 的 到 来 并 未 改 变 这 里 时 断 时 续 的 经 济 问 题 。 很 快 ， 空 间 站 原 有 的 领 导 者 被 一 个 亲 商 政 府 所 取 代 ， 并 向 商 人 们 提 出 了 "" 富 有 创 造 性 和 潜 力 的 "" 全 新 商 业 理 念 。 几 年 以 前 ， 一 股 私 人 投 资 者 所 雇 佣 的 佣 兵 团 横 扫 了 此 地 。 目 前 为 止 ， 还 没 有 任 何 一 股 海 盗 卷 土 重 来 。",,"The airless corridors of Antilles Starport are pocked with burn holes and broad, reddish-brown stains; it doesn't take much imagination to conjure up images of the slaughter that took place here. Most of the pirates likely died of decompression when the ring was breached; the remainder must have been hunted through the wreckage for days before their luck, or air, ran out.",
station_mariegalante,CUSTOM,这 个 小 型 空 间 站 曾 作 为 其 下 方 星 球 的 轨 道 太 空 港 。 在 汹 涌 而 来 的 难 民 潮 面 前 ， 空 间 站 陷 入 了 无 政 府 状 态 。 空 间 站 的 维 生 系 统 被 失 去 理 智 的 人 们 破 坏 ， 导 致 乘 客 通 道 被 减 压 ， 并 最 终 被 彻 底 摧 毁 。 处 于 真 空 状 态 的 走 廊 内 ， 堆 满 了 难 民 的 尸 体 。 这 座 空 间 站 像 一 座 寂 静 的 坟 墓 ， 无 声 地 漂 浮 在 玛 丽 - 格 兰 特   ( M a r i e - G a l a n t e ) 的 轨 道 上 。,,"Some of the interior devastation has been cleaned up by rescue workers and scavenger crews with sudden attacks of conscience, but here and there scenes of raw, unrestrained savagery and its aftermath remain, preserved eerily well by by vacuum. The less said about the sight of, say, a flash-frozen spray of bodily fluids, the better.",
station_meridian,CUSTOM,经 纬 自 由 港   ( M e r i d i a n   S t a t i o n )   坐 落 于 自 麦 吉 克   ( M a g e c )   星 系 到 星 域 西 部 的 贸 易 路 线 上 。 作 为 一 座 拥 有 广 泛 前 景 的 自 由 港 ， 被 据 说 与 坎 塔 垄 断 联 盟 有 密 切 联 系 的 海 盗 所 霸 占 ， 这 无 疑 对 科 斯 特 罗 马   ( K o s t r o m a )   星 系 的 经 济 活 动 造 成 了 巨 大 的 打 击 。,,"Pirate stations aren't known for their restrained, sober local atmospheres, and Meridian Station is worse than most, with a nightlife to rival any red-light district, freak show, or abattoir. The notorious Combat Zone of the outer commercial ring lives up to its name; don't go in there for a drink unless you're heavily armed.",
station_lareole_polis,CUSTOM,一 个 繁 忙 而 动 荡 的 商 业 星 港 ， 因 为 玛 丽 - 格 兰 特   ( M a r i e - G a l a n t e )   陷 落 所 引 发 的 大 量 难 民 涌 入 而 显 得 臃 肿 不 堪 。 颇 具 规 模 的 军 事 力 量 驻 扎 在 此 地 ， 以 威 慑 和 应 对 从 无 政 府 状 态 的 星 系 内 部 袭 来 的 海 盗 。,,"Though no imminent danger remains, La Reole Polis has been strained beyond design capacity for a generation by the humanitarian disasters of the inner system. The station's permanent quarantine section - or 'Q' - has an unsavory reputation in humanitarian circles; persistent rumors of wide-spread corruption and abuse of emergency powers circulate, and riots are a regular occurance.",
station_cousteaubase,CUSTOM,虽 然 在 可 预 见 的 未 来 ， 对 于 奥 德 萨   ( O d e s s a )   的 殖 民 计 划 不 太 可 能 付 诸 实 施 ； 但 这 个 小  型 的 研 究 站 仍 然 被 建 立 ， 以 用 于 在 轨 道 上 对 于 星 球 原 生 土 著 进 行 监 视 。,,,
station_aleph,CUSTOM,一 个 巨 大 的 、 未 完 成 的 轨 道 栖 息 地 ， 显 露 出 明 显 的 残 缺 和 破 败 。,,"This station was clearly abandoned well before completion and activation; several generations of squatters have left their mark on the most finished interior areas, and whole incomplete sections have been salvaged outright.",
planet_lareole,CUSTOM,一 个 流 光 溢 彩 的 水 世 界 。 在 历 史 的 轨 迹 改 变 之 前 ， 这 里 曾 是 D o m a i n 新 疆 域 中 最 为 引 人 注 目 的 旅 游 胜 地 。 金 色 的 海 滩 还 保 留 着 原 始 的 风 貌 ， 而 海 洋 中 高 密 度 的 养 殖 则 为 上 方 繁 忙 的 空 间 站 提 供 了 充 足 的 食 品 供 应 。,,"For every scenic island, a half-dozen sprawling kelp farms and fish hatcheries mar the surface of the ocean; relatively little development has touched La Reole�s scarce landmasses. The notable exceptions are lit up so garishly that they could be mistaken for bursts of energy-weapons fire.",
planet_aleph1,CUSTOM,一 个 平 淡 无 奇 的 火 山 世 界 ， 极 其 匮 乏 的 矿 物 资 源 也 许 是 其 唯 一 与 众 不 同 的 地 方 。,,,
planet_aleph2,CUSTOM,一 个 对 人 类 生 存 来 说 颇 为 极 端 的 变 体 世 界 。 在 周 期 性 解 冻 的 海 洋 中 ， 存 在 着 一 个 相 对 温 和 的 生 物 圈 ， 维 持 着 这 颗 星 球 的 氮 氧 大 气 层 。 虽 然 星 球 表 面 极 端 寒 冷 ， 但 如 果 能 切 实 地 做 好 防 范 工 作 ， 人 类 仍 可 在 此 生 存 。 在 当 地 的 冬 季 来 临 时 ， 极 地 地 区 大 气 中 的 二 氧 化 碳 甚 至 有 可 能 被 冻 结 成 固 体 。,,"From close orbit, you can see that there's been a concerted effort to disguise the recently-abandoned habitation of this world. Extensive tunneling and underground settlement seem to have taken place, all with an eye towards maximum possible concealment. The question is - who hid here? From what?",
planet_astalon,CUSTOM,"一 块 由 令 人 窒 息 的 硫 磺 所 构 成 的 石 块 。 这 块 不 毛 之 地 被 殖 民 的 主 要 原 因 ， 是 为 了 开 发 其 表 面 可 怕 生 物 圈 中 令 人 惊 叹 的 化 学 和 生 物 学 潜 力 。 尽 管 付 出 了 巨 大 的 人 口 损 失 ， 阿 斯 塔 龙   ( A s t a l o n )   表 面 丰 富 的 有 机 物 资 源 仍 然 支 撑 其 度 过 了 "" 大 崩 溃 "" 后 的 混 乱 。 现 在 ， 作 为 英 仙 座 联 盟 的 重 要 成 员 ， 大 量 来 自 卡 扎 隆   ( K a z e r o n )   的 舰 队 保 卫 着 此 地 。",,"An industrial powerhouse fallen on hard times, Astalon nevertheless stubbornly clings to viability thanks to rich, if terribly crude, chemical industries. The remaining inhabitants of this world are fiercely proud of their cramped settlements.",
planet_mariegalante,CUSTOM,"一 个 被 包 裹 在 雨 雾 和 疯 长 的 青 翠 枝 叶 中 的 偏 僻 丛 林 世 界 。 玛 丽 - 格 兰 特   ( M a r i e - G a l a n t e )   作 为 一 座 偏 远 的 殖 民 地 ， 几 乎 没 有 在 "" 大 崩 溃 "" 中 受 到 任 何 的 影 响 。 然 而 ， 当 地 羸 弱 而 不 稳 定 的 政 府 很 快 被 一 个 野 心 勃 勃 的 海 盗 军 阀 所 推 翻 。 在 短 暂 的 统 治 之 后 ， 军 阀 同 样 也 被 推 下 了 王 座 ， 并 造 就 了 当 前 星 球 上 混 乱 的 无 政 府 状 态 ： 幸 存 的 人 们 聚 集 成 一 个 个 武 装 团 伙 ， 手 持 各 种 重 型 武 器 ， 进 行 着 无 穷 无 尽 的 冲 突 和 战 斗 。",,"Even from orbit, the signs of intermittent surface warfare are starkly visible through Marie-Galante's turbulent atmosphere. Artillery rockets and pulse-carbine fire draw thin, bright streaks through the jungle, punctuated by explosions.",
planet_peremohy,CUSTOM,干 燥 而 古 怪 的 人 造 世 界 ， 位 于 泰 任   ( T e r r a n )   殖 民 地 附 近 。 作 为 当 时 众 多 密 集 的 轨 道 基  础 设 施 建 设 项 目 中 的 一 个 ， 胜 利 星   ( P e r e m o h y )   无 疑 拥 有 极 为 广 泛 的 发 展 前 景 。 然 而 ， 由 于 当 地 文 化 中 对 于 航 天 事 业 的 极 大 热 忱 ， 绝 大 部 分 的 顶 尖 人 才 和 资 源 都 被 吸 引 到 了 毗 邻 的 胜 利 自 由 港   ( P e r e m o h y   H i g h p o r t )   上 ， 而 其 本 身 表 面 的 殖 民 工 作 则 进 展 缓 慢 。,,"Once a sleepy frontier world under the grip of the vicious autocrat Mikhail IX, Peremohy was liberated by the Nikolaev Revolutionary Council with Dassault-Mikoyan backing. Now, the Nikolaev System Authority forms a symbiotic relationship with �the Company�; providing administrative muscle and governmental legitimacy to the ruthless aerospace firm.",
planet_tenacity,CUSTOM,雪 韧 城 （ T e n a c i t y ） 是 一 个 寒 冷 而 封 闭 的 卢 德 教 会 世 界 ， 因 其 严 酷 漫 长 的 冬 季 和 短 促 却 热 烈 的 夏 季 而 闻 名 。 本 地 的 教 会 在 对 待 信 仰 差 异 方 面 显 得 异 常 的 宽 容 ， 主 要 是 缘 于 其 生 存 所 需 的 太 空 反 射 镜 系 统 必 须 依 赖 教 区 外 世 界 专 家 的 定 期 维 护 。 这 套 系 统 由 D o m a i n 工 程 师 建 造 ， 用 于 将 星 球 从 冰 封 中 解 冻 ， 并 阻 止 其 再 次 被 冻 成 一 个 冰 疙 瘩 。,,"Although the collapse of the system economy devastated Tenacity's offworld trade, there simply wasn't enough of it to do much damage; belts were tightened, rationing implemented, and the planet pulled through. Some, though certainly not all, of the refugees from the inner system have integrated well; the Luddi are no strangers to pilgrimages, willing or otherwise.",
planet_valjean,CUSTOM,"一 个 部 分 地 球 化 的 干 旱 行 星 ， 勉 强 成 为 了 英 仙 座 联 盟 的 一 员 。 在 "" 大 崩 溃 "" 发 生 后 ， 这 颗 星 球 的 生 物 圈 也 遭 遇 了 灾 难 性 的 崩 溃 。 昔 日 的 繁 荣 已 成 为 过 往 的 云 烟 ， 面 对 被 焦 虑 和 饥 饿 折 磨 着 的 民 众 ， 软 弱 无 能 的 中 央 政 府 显 得 束 手 无 策 。 随 着 行 星 主 要 矿 产 资 源 的 枯 竭 ， 绝 大 多 数 人 都 产 生 了 强 烈 的 移 民 意 愿 ： 对 目 的 地 没 有 任 何 的 要 求 ， 只 求 能 早 日 离 开 此 地 。",,"Seen from close orbit, the ragged biosphere of Valjean looks even mangier than the orbital photos on file. For all that Valjean once held enormous promise of easy wealth and bountiful harvests, it�s a planet with no future. Now, the only thing Valjean exports regularly is people - as engine wipers, hired guns, and refugees; no job is too dirty in exchange for guaranteed passage offworld.",
planet_source,CUSTOM,一 颗 体 积 较 小 的 古 怪 行 星 卫 星 ， 有 着 令 人 惊 讶 的 类 地 环 境 。 即 使 从 很 远 的 地 方 也 能 看 到 其 表 面 若 隐 若 现 的 废 墟 和 其 他 人 类 居 住 痕 迹 。,,"From near orbit, you can see even more of the settlements and rail lines crisscrossing Source's principal continent. This world wasn't just settled; it was developing. So where did they go?",
planet_cayenne,CUSTOM,作 为 曾 经 环 绕 玛 丽 - 格 兰 特   ( M a r i e - G a l a n t e )   运 行 的 繁 华 殖 民 星 ， 卡 焰   ( C a y e n n e )   现 在 变 成 了 一 座 冰 封 的 真 空 坟 墓 ： 在 那 场 摧 毁 了 其 下 方 世 界 最 后 秩 序 的 骚 乱 中 ， 笼 罩 其 表 面 城 市 的 大 穹 顶 最 终 四 分 五 裂 。,,"From orbit, you can see a few sputtering lights and makeshift shelters, but the air-defense systems painting your ship with low-power lasers suggest that no one is welcoming visitors.",
planet_cendre,CUSTOM,一 小 块 被 烤 糊 的 岩 石 ， 找 不 到 哪 怕 一 点 矿 产 资 源 的 踪 迹 。 小 行 星 的 表 面 被 引 力 潮 汐 野 蛮 地 蹂 躏 ， 产 生 了 一 条 条 扭 曲 的 熔 渣 河 流 。,,,
planet_cosette,CUSTOM,作 为 一 颗 只 比 一 般 小 行 星 要 大 一 圈 的 星 球 ， 科 赛 特   ( C o s e t t e )   表 面 的 陨 石 和 碎 片 撞 击 是 如 此 频 繁 而 猛 烈 ， 甚 至 连 海 盗 都 从 未 打 算 在 此 建 立 基 地 。,,,
planet_davout,CUSTOM,达 沃 特   ( D a v o u t )   是 一 块 了 无 生 机 的 冰 冻 岩 石 ， 与 那 些 存 在 于 科 斯 特 罗 马   ( K o s t r o m a )   星 系 密 集 小 行 星 带 中 的 大 冰 球 别 无 二 致 。 沿 着 一 条 孤 独 的 轨 迹 ， 这 颗 星 球 在 夜 空 中 缓 缓  地 运 行 着 。 无 论 其 上 有 多 少 可 能 存 在 的 自 然 资 源 ， 都 被 其 表 面 数 米 厚 的 冰 层 牢 牢 覆 盖 。,,Davout's surface is even less appealing from close orbit; nothing remotely resembling life could survive down there... could it?,
planet_etincelle,CUSTOM,一 个 地 质 活 动 极 为 活 跃 的 星 球 ， 正 处 于 其 恒 星 强 烈 日 冕 活 动 所 波 及 的 边 缘 。 在 低 轨 道 上 ， 喷 薄 翻 涌 的 熔 岩 和 其 中 闪 耀 着 异 样 光 芒 的 矿 藏 构 成 了 一 幅 奇 异 宏 伟 的 景 象 。 即 使 仅 仅 对 这 颗 星 球 进 行 粗 略 的 勘 测 ， 也 不 难 看 出 其 所 蕴 含 的 ， 丰 沛 却 遥 不 可 及 的 财 富 。 这 个 充 满 敌 意 的 世 界 所 给 出 的 ， 关 于 无 尽 矿 藏 的 承 诺 ， 使 无 数 探 险 家 慕 名 而 来 ， 却 死 无 葬 身 之 地 。,,"Visible from orbit, the half-melted ruins of a Domain exploratory camp testify amply to the hazards of setting down on this world. After two centuries, much of the original structure has been plowed under by lava flows, but the distinctive lines of Domain-standard architecture are unmistakable.",
planet_gironde,CUSTOM,矗 立 在 星 系 的 边 缘 ， 吉 伦 特   ( G i r o n d e )   的 宏 大 身 形 和 闪 耀 的 光 华 照 亮 了 拉 雷 奥 尔   ( L a   R e o l e )   的 夜 空 。 在 其 浅 层 表 面 ， 些 许 居 无 定 所 的 挥 发 物 开 采 者 不 停 地 四 处 勘 探 ； 然 而 在 大 多 数 时 候 ， 他 们 都 处 于 入 不 敷 出 的 状 态 。 就 像 其 一 无 所 用 的 华 丽 外 表 ， 吉 伦 特   ( G i r o n d e )   同 样 没 有 任 何 的 商 业 价 值 。,,"Close up, it's possible to just make out the tourist barges as they slide lazily across Gironde's vast and beautiful face. Smaller, less brilliant specks denote the desperate souls who strike out as wildcat miners, hoping to scoop enough to afford a small ship or passage outsystem. Most simply trade a slow death for a quick one; Gironde's upper atmosphere is lethally unpredictable.",
planet_javert,CUSTOM,这 颗 狂 风 肆 虐 、 荒 凉 寒 冷 的 冰 球 ， 即 使 以 低 温 火 山 岩 行 星 的 标 准 来 看 ， 其 环 境 也 显 得 太 过 严 苛 。 除 了 深 藏 在 它 无 情 外 表 下 的 潜 在 挥 发 物 资 源 ， 这 个 星 球 几 乎 一 无 是 处 。,,"Javert has been host to several ill-fated volatile extraction schemes. Now, the silent remains of those attempts to carve a living out of the permafrost stand as mute reminders of human folly.",
planet_juliette,CUSTOM,一 颗 小 到 几 乎 看 不 见 的 石 块 ， 作 为 众 多 特 洛 伊 天 体 之 一 ， 停 留 在 斯 丹 达 尔   ( S t e n d h a l )   轨 道 平 面 上 方 的 4 号 拉 格 朗 日 点 上 ， 与 其 一 同 绕 恒 星 运 行 。 许 多 太 空 垃 圾 和 废 弃 舰 船 聚 集 在  这 里 ， 其 中 一 部 分 或 多 或 少 地 有 些 价 值 。,,,
planet_lenze,CUSTOM,"An intense skipspace excursion event roughly 440Mya left Lenze an irradiated, deeply alien world, surfaced in roiling dimensional fractures and weirdly stressed, brane-artifacted terrain. Scientific debates rage about whether the unprecedented Sigma Event that remade Lenze was natural or artificial - a question with truly incredible implications.

The raw energy on display is equal parts tantalizing and threatening. Whatever happened here, it involved energy releases that dwarf all of the Sector�s combined conflicts to date.",,"Nothing about Lenze is any less unsettling from closer in - if anything, the planet's uncanny qualities are magnified by close proximity and more sensor data. Endless plains of glassy slag flicker with the pale blue light of skipspace excursions and the dull glow of trans-universal radiation.

Rad levels on the surface are truly staggering, and it�s hard to tell where the weather ends and plate tectonics begin.",
planet_marat,CUSTOM,"An icy, forbidding gas giant, Marat is a gorgeous sight, orbiting magisterially amid a swarm of frozen moons.",,,
