id,type,frame,magnitude,map,path
istl_perforator,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_perforator_hardpoint_base_material.png
istl_perforator,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_perforator_turret_base_material.png
istl_perforatorpod,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_perforatorpod_hardpoint_material.png
istl_perforatorpod,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_perforatorpod_turret_material.png
istl_plasbeamer,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_plasbeamer_hardpoint_base_material.png
istl_plasbeamer,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_plasbeamer_turret_base_material.png
istl_plasmadisruptor,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_plasmadisruptor_hardpoint_base_material.png
istl_plasmadisruptor,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_plasmadisruptor_hardpoint_recoil_material.png
istl_plasmadisruptor,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_plasmadisruptor_turret_base_material.png
istl_plasmadisruptor,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_plasmadisruptor_turret_recoil_material.png
istl_plasvulcan,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_laservulcan_hardpoint_base_material.png
istl_plasvulcan,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_laservulcan_turret_base_material.png
istl_proxbomb_rack,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_proxrack_hardpoint_base_material.png
istl_proxbomb_rack,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_proxrack_turret_base_material.png
istl_pulseripper,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_pulseripper_hardpoint_base_material.png
istl_pulseripper,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_pulseripper_hardpoint_recoil_material.png
istl_pulseripper,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_pulseripper_turret_base_material.png
istl_pulseripper,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_pulseripper_turret_recoil_material.png
istl_quadlinearmg,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_quadlinearmg_hardpoint_base_material.png
istl_quadlinearmg,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_quadlinearmg_hardpoint_recoil_material.png
istl_quadlinearmg,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_quadlinearmg_turret_base_material.png
istl_quadlinearmg,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_quadlinearmg_turret_recoil_material.png
istl_ripper,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_ripper_hardpoint_base_material.png
istl_ripper,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_ripper_hardpoint_recoil_material.png
istl_ripper,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_ripper_turret_base_material.png
istl_ripper,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_ripper_turret_recoil_material.png
istl_ruptureasm_tube,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_ruptureasm_hardpoint_base_material.png
istl_ruptureasm_tube,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_ruptureasm_turret_base_material.png
istl_ruptureftr_tube,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_ruptureftr_hardpoint_base_material.png
istl_ruptureftr_tube,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_ruptureftr_turret_base_material.png
istl_ruptureasm_sm,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_missilemidtech_3light_hardpoint_base_material.png
istl_ruptureasm_sm,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_missilemidtech_3light_turret_base_material.png
istl_ruptureasm_med,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_missilepod5midtech_hardpoint_base_material.png
istl_ruptureasm_med,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_missilepod5midtech_turret_base_material.png
istl_shellback,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_shellback_hardpoint_base_material.png
istl_shellback,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_shellback_hardpoint_recoil_material.png
istl_shellback,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_shellback_turret_base_material.png
istl_shellback,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_shellback_turret_recoil_material.png
istl_shellhead,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_shellhead_hardpoint_base_material.png
istl_shellhead,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_shellhead_hardpoint_recoil_material.png
istl_shellhead,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_shellhead_turret_base_material.png
istl_shellhead,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_shellhead_turret_recoil_material.png
istl_slapper,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_slapper_hardpoint_base_material.png
istl_slapper,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_slapper_hardpoint_recoil_material.png
istl_slapper,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_slapper_turret_base_material.png
istl_slapper,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_slapper_turret_recoil_material.png
istl_tacbeamer,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_tacbeamer_hardpoint_base_material.png
istl_tacbeamer,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_tacbeamer_turret_base_material.png
istl_thermalheavy,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_thermalheavy_hardpoint_base_material.png
istl_thermalheavy,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_thermalheavy_hardpoint_recoil_material.png
istl_thermalheavy,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_thermalheavy_turret_base_material.png
istl_thermalheavy,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_thermalheavy_turret_recoil_material.png
istl_thermalpd,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_thermalpd_hardpoint_base_material.png
istl_thermalpd,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_thermalpd_hardpoint_recoil_material.png
istl_thermalpd,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_thermalpd_turret_base_material.png
istl_thermalpd,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_thermalpd_turret_recoil_material.png
istl_tribeamer,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_tribeamer_hardpoint_base_material.png
istl_tribeamer,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_tribeamer_turret_base_material.png
istl_twinbuzzgun,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_twinbuzzgun_turret_base_material.png
istl_twinbuzzgun,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_twinbuzzgun_turret_recoil_material.png
istl_twinjack,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_twinjack_hardpoint_base_material.png
istl_twinjack,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_twinjack_hardpoint_recoil_material.png
istl_twinjack,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_twinjack_turret_base_material.png
istl_twinjack,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_twinjack_turret_recoil_material.png
istl_whistler,hardpoint,,,material,graphics/ISTL/shaders/material/weapons/istl_whistler_hardpoint_base_material.png
istl_whistler,hardpointbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_whistler_hardpoint_recoil_material.png
istl_whistler,turret,,,material,graphics/ISTL/shaders/material/weapons/istl_whistler_turret_base_material.png
istl_whistler,turretbarrel,,,material,graphics/ISTL/shaders/material/weapons/istl_whistler_turret_recoil_material.png
,,,,,
istl_AMM,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_AMM_normal.png
istl_AMMblister,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_AMMblister_normal.png
istl_chasseurLRM,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_chasseur_normal.png
istl_gravmissile,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_gravmissile_normal.png
istl_hedgehogbomb,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_proxbomb_normal.png
istl_hellhound,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_hellhound_normal.png
istl_lens_hdem,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_lens_hdem_normal.png
"#istl_lightbomb",missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_lightbomb_normal.png
istl_marteau_esm,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_marteau_normal.png
istl_mirvtorpedo,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_mirvtorpedo_normal.png
istl_multiAMM,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_multiamm_normal.png
istl_perforator_rocket,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_perforator_normal.png
istl_plasrocket,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_plasrocket_normal.png
istl_proxbomb_proj,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_proxbomb_sm_normal.png
istl_ruptureasm_ftr,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_ruptureasm_ftr_normal.png
istl_ruptureasm,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_ruptureasm_normal.png
istl_slapperSRM,missile,,1,normal,graphics/ISTL/shaders/normal/missiles/istl_slapper_normal.png
,,,,,
istl_aigrette_cockpit,hardpoint,,1,normal,graphics/ISTL/shaders/normal/ships/istl_aigrette_cockpitpod_normal.png
istl_aigrette_cockpit,turret,,1,normal,graphics/ISTL/shaders/normal/ships/istl_aigrette_cockpitpod_normal.png
istl_baikal,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_baikal_normal.png
istl_baikal_brone,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_baikal_normal.png
istl_borzoi,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_borzoi_normal.png
istl_bouclier,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_bouclier_normal.png
istl_bronev_plate_bow,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_bronev_plate_bow_normal.png
istl_bronev_plate_left,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_bronev_plate_left_normal.png
istl_bronev_plate_right,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_bronev_plate_right_normal.png
istl_bronev_plate_lrear,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_bronev_plate_lrear_normal.png
istl_bronev_plate_rrear,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_bronev_plate_rrear_normal.png
istl_carabao,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_carabao_normal.png
istl_centaur,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_centaur_normal.png
istl_chamois,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_chamois_normal.png
istl_damselfly,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_damselfly_normal.png
istl_dard,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_dard_normal.png
istl_defstation,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_stationcore_small_normal.png
istl_devilray,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_devilray_normal.png
istl_egret,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_egret_normal.png
istl_feeder,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_feeder_normal.png
istl_fighter_platform,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_fighter_module_normal.png
istl_firespray,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_firespray_normal.png
istl_flare,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_flare_normal.png
istl_flatmouse,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_flatmouse_normal.png
istl_fletcher,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_fletcher_normal.png
istl_funnel,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_funnel_normal.png
istl_goalkeeper,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_goalkeeper_normal.png
istl_grand_union,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_grandunion_normal.png
istl_guardian_tplate,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_guardian_tplate_normal.png
istl_guardian_turret,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_guardian_turret_normal.png
istl_gun_platform,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_gun_module_normal.png
istl_harridan,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_harridan_normal.png
istl_hellion,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_hellion_normal.png
istl_hummingbird,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_hummingbird_normal.png
istl_icax,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_icax_normal.png
istl_ifrit,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_ifrit_normal.png
istl_imp,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_imp_normal.png
istl_iridium,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_iridium_normal.png
istl_jeannedarc,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_jeannedarc_normal.png
istl_kormoran,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_kormoran_normal.png
istl_kormoran_6e,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_kormoran_6e_normal.png
istl_leyte,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_leyte_normal.png
istl_lodestar,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_lodestar_normal.png
istl_lycosid,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_lycosid_normal.png
istl_mindanao,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_mindanao_normal.png
istl_mouflon,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_mouflon_normal.png
istl_mouflon_plating_bow,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_mouflon_plating_bow_normal.png
istl_mouflon_plating_left,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_mouflon_plating_left_normal.png
istl_mouflon_plating_right,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_mouflon_plating_right_normal.png
istl_mystere,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_mystere_normal.png
istl_naja_mk1,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_naja_mk1_normal.png
istl_naja,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_naja_normal.png
istl_oryol_scanbit,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_oryol_scanbit_normal.png
istl_puddlejumper_mk1,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_puddlejumper_mk1_normal.png
istl_puddlejumper,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_puddlejumper_normal.png
istl_pup,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_pup_normal.png
istl_rafale,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_rafale_normal.png
istl_rafale2,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_rafale2_normal.png
istl_samoyed,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_samoyed_normal.png
istl_sevastopol_mk1,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_sevastopol_mk1_normal.png
istl_sevastopol,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_sevastopol_normal.png
istl_snowgoose,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_snowgoose_normal.png
istl_starsylph,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_starsylph_normal.png
istl_stoat_c,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_stoat_c_normal.png
istl_stoat,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_stoat_normal.png
istl_stormkestrel,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_stormkestrel_normal.png
istl_stormkestrel_proto,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_stormkestrel_proto_normal.png
istl_tereshkova,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_tereshkova_normal.png
istl_thunderbolt,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_thunderbolt_normal.png
istl_tunguska,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_tunguska_normal.png
istl_tunguska_6e,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_tunguska_6e_normal.png
istl_vesper,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_vesper_normal.png
istl_vesper_6e,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_vesper_6e_normal.png
istl_wanderer,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_wanderer_normal.png
istl_zelenograd,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_zelenograd_normal.png
istl_zonedefbit,ship,,1,normal,graphics/ISTL/shaders/normal/ships/istl_zonedefbit_normal.png
,,,,,
istl_sensorarray,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/decorative/istl_sensor_array_hardpoint_base_normal.png
istl_sensorarray,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/decorative/istl_sensor_array_turret_base_normal.png
istl_12cmrailgun,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_12cm_railgun_hardpoint_base_normal.png
istl_12cmrailgun,hardpointbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_12cm_railgun_hardpoint_recoil_normal.png
istl_12cmrailgun,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_12cm_railgun_turret_base_normal.png
istl_12cmrailgun,turretbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_12cm_railgun_turret_recoil_normal.png
istl_20cmrailgun,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_20cm_railgun_hardpoint_base_normal.png
istl_20cmrailgun,hardpointbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_20cm_railgun_hardpoint_recoil_normal.png
istl_20cmrailgun,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_20cm_railgun_turret_base_normal.png
istl_20cmrailgun,turretbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_20cm_railgun_turret_recoil_normal.png
istl_6cmrailgun,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_6cm_railgun_hardpoint_base_normal.png
istl_6cmrailgun,hardpointbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_6cm_railgun_hardpoint_recoil_normal.png
istl_6cmrailgun,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_6cm_railgun_turret_base_normal.png
istl_6cmrailgun,turretbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_6cm_railgun_turret_recoil_normal.png
istl_AMMblisterlauncher,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_ammblisterlauncher_hardpoint_normal.png
istl_AMMblisterlauncher,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_ammblisterlauncher_turret_normal.png
istl_ammlight,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_ammlight_hardpoint_base_normal.png
istl_ammlight,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_ammlight_turret_base_normal.png
istl_ammpod,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_ammpod_hardpoint_base_normal.png
istl_ammpod,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_ammpod_turret_base_normal.png
istl_autohybridblaster,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_autohybridblaster_hardpoint_base_normal.png
istl_autohybridblaster,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_autohybridblaster_turret_base_normal.png
istl_autolaser,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_autolaser_hardpoint_base_normal.png
istl_autolaser,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_autolaser_turret_base_normal.png
istl_autolaser_ftr,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_autolaser_small_hardpoint_base_normal.png
istl_autolaser_ftr,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_autolaser_small_turret_base_normal.png
istl_autolaser_small,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_autolaser_small_hardpoint_base_normal.png
istl_autolaser_small,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_autolaser_small_turret_base_normal.png
istl_basilisk,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_basilisk_hardpoint_base_normal.png
istl_basilisk,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_basilisk_turret_base_normal.png
istl_blazedriver,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_blazedriver_hardpoint_base_normal.png
istl_blazedriver,hardpointbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_blazedriver_hardpoint_recoil_normal.png
istl_blazedriver,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_blazedriver_turret_base_normal.png
istl_blazedriver,turretbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_blazedriver_turret_recoil_normal.png
istl_blazegun,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_blazegun_hardpoint_base_normal.png
istl_blazegun,hardpointbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_blazegun_hardpoint_recoil_normal.png
istl_blazegun,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_blazegun_turret_base_normal.png
istl_blazegun,turretbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_blazegun_turret_recoil_normal.png
istl_twinbuzzgun,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_buzzgun_hardpoint_base_normal.png
istl_twinbuzzgun,hardpointbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_buzzgun_hardpoint_recoil_normal.png
istl_buzzgun,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_buzzgun_turret_base_normal.png
istl_buzzgun,turretbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_buzzgun_turret_recoil_normal.png
istl_chasseurLRMlauncher,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_chasseurLRMlauncher_hardpoint_normal.png
istl_chasseurLRMlauncher,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_chasseurLRMlauncher_turret_normal.png
istl_erpulsebeam,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_erpulsebeam_hardpoint_base_normal.png
istl_erpulsebeam,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_erpulsebeam_turret_base_normal.png
istl_gravmissilelauncher,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_gravmissilelauncher_hardpoint_normal.png
istl_gravmissilelauncher,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_gravmissilelauncher_turret_normal.png
istl_gravmissiletube,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_gravmissiletube_hardpoint_normal.png
istl_gravmissiletube,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_gravmissiletube_turret_normal.png
istl_heavylinear_autogun,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_heavylinear_autogun_hardpoint_base_normal.png
istl_heavylinear_autogun,hardpointbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_heavylinear_autogun_hardpoint_recoil_normal.png
istl_heavylinear_autogun,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_heavylinear_autogun_turret_base_normal.png
istl_heavylinear_autogun,turretbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_heavylinear_autogun_turret_recoil_normal.png
istl_heavylrpd,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_heavylrpd_hardpoint_base_normal.png
istl_heavylrpd,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_heavylrpd_turret_base_normal.png
istl_hedgehogpod,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hedgehogpod_hardpoint_base_normal.png
istl_hedgehogpod,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hedgehogpod_turret_base_normal.png
istl_hellhound_single,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_missilehitech_single_hardpoint_base_normal.png
istl_hellhound_single,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_missilehitech_single_turret_base_normal.png
istl_hellhound,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_missilehitech_double_hardpoint_base_normal.png
istl_hellhound,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_missilehitech_double_turret_base_normal.png
istl_hellhoundlauncher,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hellhoundlauncher_hardpoint_normal.png
istl_hellhoundlauncher,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hellhoundlauncher_turret_normal.png
istl_hellspear,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hellspear_hardpoint_base_normal.png
istl_hellspear,hardpointbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hellspear_hardpoint_recoil_normal.png
istl_hellspear,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hellspear_turret_base_normal.png
istl_hellspear,turretbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hellspear_turret_recoil_normal.png
istl_howler,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_howler_hardpoint_base_normal.png
istl_howler,hardpointbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_howler_hardpoint_recoil_normal.png
istl_howler,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_howler_turret_base_normal.png
istl_howler,turretbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_howler_turret_recoil_normal.png
istl_hybridblaster,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hybridblaster_hardpoint_base_normal.png
istl_hybridblaster,hardpointbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hybridblaster_hardpoint_recoil_normal.png
istl_hybridblaster,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hybridblaster_turret_base_normal.png
istl_hybridblaster,turretbarrel,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hybridblaster_turret_recoil_normal.png
istl_hybridrepeater,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hybridrepeater_hardpoint_base_normal.png
istl_hybridrepeater,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_hybridrepeater_turret_base_normal.png
istl_impaler,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_impaler_hardpoint_base_normal.png
istl_impaler,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_impaler_turret_base_normal.png
istl_impaler_rapid,hardpoint,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_impalerrapid_hardpoint_base_normal.png
istl_impaler_rapid,turret,,1,normal,graphics/ISTL/shaders/normal/weapons/istl_impalerrapid_turret_base_normal.png
